game_id,event_num,home_player_1_id,home_player_2_id,home_player_3_id,home_player_4_id,home_player_5_id,away_player_1_id,away_player_2_id,away_player_3_id,away_player_4_id,away_player_5_id,offensive_team_id,defensive_team_id,score,score_margin,home_archetype_lineup,away_archetype_lineup,offensive_supercluster,defensive_supercluster
0022400330,503,1627742,1627749,1630526,1630529,1630530,203078,1626164,1628960,1629006,1642345,1610612756.0,1610612740,,,1_1_1_2_2,0_1_1_2_2,0,0
0022400252,22,1628378,1628386,1629660,1630596,1642281,203901,1629750,1630526,1630527,1642274,1610612740.0,1610612739,,,0_0_1_1_2,0_1_2_2_2,0,0
0022401142,302,201566,203999,1629008,1629618,1631128,1626167,1628396,1630169,1630174,1641716,1610612754.0,1610612743,,,0_1_1_2_2,0_0_1_2_2,0,0
0022401220,120,1629634,1630217,1630583,1630590,1630643,203076,1626156,1629060,1629216,1642261,1610612763.0,1610612747,,,0_1_1_2_2,0_1_2_2_2,0,0
0022400454,76,2544,203076,1629060,1630559,1631108,1628378,1628386,1629636,1629731,1630596,1610612747.0,1610612739,,,0_1_1_2_2,0_0_1_1_2,0,0
0022401227,359,1626157,1628404,1628969,1628973,1630540,203484,1628976,1629048,1630591,1641783,1610612753.0,1610612752,,,0_1_1_2_2,0_0_1_2_2,0,0
0022401049,418,1627832,1628988,1630224,1630578,1631095,1627747,1629027,1629611,1630168,1631243,1610612737.0,1610612745,,,0_1_1_2_2,0_1_2_2_2,0,0
0022401038,10,202709,203484,1628976,1630532,1631094,2544,1627827,1629029,1629637,1630559,1610612753.0,1610612747,0 - 2,2,0_1_1_2_2,0_1_1_1_2,0,0
0022400096,58,2544,203076,1626156,1629060,1630559,201942,1627734,1628368,1628989,1631099,1610612758.0,1610612747,,,0_1_1_1_2,0_1_1_2_2,0,0
0022400970,27,202696,1628989,1629632,1630200,1641824,1627832,1628415,1630224,1630578,1631095,1610612741.0,1610612745,5 - 7,2,0_1_1_2_2,0_1_1_2_2,0,0
0022400148,396,203932,203999,1629008,1631128,1641816,1629234,1630548,1631117,1641718,1642262,1610612743.0,1610612762,,,0_0_2_2_2,0_0_1_2_2,0,0
0022401144,452,201942,1626168,1627734,1631165,1642269,203471,203501,1630191,1630595,1631323,1610612765.0,1610612758,79 - 86,7,0_1_2_2_2,0_1_1_2_2,0,0
0022400891,492,1629014,1630166,1630703,1631133,1631200,1627759,1628401,1628436,1629674,1630202,1610612757.0,1610612738,,,1_1_1_2_2,0_0_1_1_1,0,0
0022400036,472,203081,1626153,1626171,1629018,1631260,201567,202710,1629639,1631170,1641796,1610612749.0,1610612748,,,0_1_2_2_2,0_1_2_2_2,0,0
0022400812,336,201939,202710,203110,1627741,1641764,203915,203957,1629023,1629650,1630230,1610612742.0,1610612744,,,0_1_1_2_2,0_1_1_2_2,0,0
0022400839,119,203924,1630703,1631101,1641739,1642270,1629673,1630557,1641731,1641774,1642267,1610612764.0,1610612757,,,0_1_1_2_2,1_1_2_2_2,0,0
0022400319,251,201143,1627759,1630202,1630214,1641775,202699,203501,1630595,1631093,1631105,1610612765.0,1610612738,,,1_1_2_2_2,0_1_2_2_2,0,0
0022400602,21,1629027,1630168,1630249,1630552,1630700,1626157,1628384,1628404,1628969,1628973,1610612752.0,1610612737,,,0_1_1_1_2,0_1_1_2_2,0,0
0022400854,572,1628418,1629614,1630167,1630169,1630174,1628389,1629130,1629639,1630558,1642276,1610612748.0,1610612754,120 - 123,3,1_1_2_2_2,0_0_1_1_2,0,0
0022400041,121,1627747,1627777,1628378,1630241,1630596,203992,1629027,1629631,1630168,1630700,1610612737.0,1610612739,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400755,370,1628386,1629636,1630596,1631247,1641854,1629638,1629675,1630162,1641740,1642265,1610612750.0,1610612739,,,0_0_1_2_2,1_1_2_2_2,0,0
0022400760,204,202710,203110,1630611,1641764,1642366,201572,203081,1626171,1629018,1631260,1610612749.0,1610612744,,,0_1_2_2_2,0_1_2_2_2,0,0
0022401149,529,1627747,1627777,1629027,1629611,1630168,203914,1628371,1630532,1631094,1641710,1610612753.0,1610612737,,,0_1_2_2_2,1_1_1_2_2,0,0
0022400930,213,1629003,1629020,1629029,1630559,1641998,1626156,1629651,1629661,1630553,1641730,1610612751.0,1610612747,34 - 25,-9,0_1_1_2_2,0_1_2_2_2,0,0
0022400303,639,201142,1626145,1626164,1626220,1628960,201939,203110,203952,1630228,1630541,1610612744.0,1610612756,,,1_1_1_2_2,1_1_2_2_2,0,0
0022400287,252,1627777,1628378,1630171,1630596,1642281,203991,203992,1629027,1630700,1642258,1610612737.0,1610612739,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400118,590,203076,1629629,1630559,1631108,1642355,202684,1627747,1627777,1629660,1642281,1610612739.0,1610612747,,,0_1_2_2_2,0_1_2_2_2,0,0
0022400709,507,1629014,1630166,1630703,1641739,1642270,201142,203078,203486,1626164,1626220,1610612757.0,1610612756,,,0_1_1_1_2,0_1_1_1_2,0,0
0022401074,406,201942,1626168,1627734,1628370,1631165,202709,203484,1630532,1631094,1631216,1610612753.0,1610612758,,,0_1_1_2_2,1_1_2_2_2,0,0
0022400505,643,201144,203497,203944,1630162,1630183,1627749,1628464,1629627,1630631,1642274,1610612750.0,1610612740,,,0_1_1_1_2,0_0_1_1_2,0,0
0022401065,450,1628988,1630224,1630578,1631095,1631106,1630231,1630548,1631117,1641718,1642262,1610612745.0,1610612762,,,0_1_2_2_2,0_1_2_2_2,0,0
0022400829,356,1628369,1628470,1630202,1630573,1631248,1629628,1630567,1641711,1642347,1642367,1610612738.0,1610612761,,,1_1_2_2_2,1_1_1_2_2,0,0
0022401136,37,1629012,1630548,1641729,1642268,1642271,1627777,1629027,1630168,1630700,1642258,1610612737.0,1610612762,4 - 8,4,1_1_2_2_2,0_1_1_2_2,0,0
0022400107,661,201566,203999,1627750,1629008,1631128,1627751,1629628,1630534,1630567,1641711,1610612761.0,1610612743,,,0_1_1_2_2,0_1_1_2_2,0,0
0022400709,420,203924,1629028,1630703,1631101,1641739,201142,203078,203486,1626164,1626220,1610612757.0,1610612756,,,0_1_1_2_2,0_1_1_1_2,0,0
0022400833,658,202687,1628368,1629640,1630170,1631110,203468,1628971,1629627,1630530,1630631,1610612740.0,1610612759,,,0_0_1_2_2,0_1_1_1_2,0,0
0022400971,84,1628991,1630217,1630590,1641744,1642377,203937,203952,1628389,1629130,1629639,1610612748.0,1610612763,,,0_1_1_2_2,0_1_1_2_2,0,0
0022401202,173,203992,1629631,1630168,1630249,1630552,1626157,1626166,1628969,1630173,1630540,1610612752.0,1610612737,,,0_1_2_2_2,0_0_2_2_2,0,0
0022400919,217,202710,1626172,1627741,1630541,1631218,203471,1627736,1630191,1630595,1641709,1610612744.0,1610612765,,,0_0_0_2_2,0_0_1_1_2,0,0
0022400824,53,1629651,1629661,1630165,1630533,1630553,203114,1626158,1629673,1641731,1642273,1610612764.0,1610612751,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400152,27,1627742,1629750,1630631,1641722,1642274,203991,1629027,1630552,1630700,1642258,1610612737.0,1610612740,,,0_1_1_2_2,0_1_1_1_2,0,0
0022401036,120,201587,201935,203992,1627732,1627884,1628983,1629652,1630198,1630598,1631119,1610612760.0,1610612746,22 - 24,2,1_1_2_2_2,1_1_2_2_2,0,0
0022400132,66,201950,1627759,1628369,1628401,1628436,1628970,1628998,1630163,1630182,1630208,1610612766.0,1610612738,,,0_1_1_1_2,0_1_1_2_2,0,0
0022400519,39,203484,1629048,1630175,1631216,1641783,203497,203944,1628978,1630162,1630183,1610612753.0,1610612750,,,0_1_2_2_2,0_1_1_2_2,0,0
0022401020,273,1628369,1628470,1630202,1630573,1631248,1629004,1631117,1641718,1642262,1642268,1610612762.0,1610612738,,,1_1_2_2_2,0_1_1_2_2,0,0
0022400407,129,200768,202704,203954,1627824,1628997,201143,204001,1628369,1630202,1630573,1610612755.0,1610612738,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400915,339,203114,1626158,1629673,1630551,1641731,1629628,1630658,1631115,1631197,1642347,1610612764.0,1610612761,,,0_1_1_2_2,0_0_1_1_2,0,0
0022400743,323,203484,203914,1628371,1629048,1631094,203084,1628368,1630577,1641705,1642264,1610612753.0,1610612759,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400865,648,203915,203957,1629650,1630230,1630702,201572,203081,203507,1627752,1629018,1610612749.0,1610612742,124 - 109,-15,0_1_1_2_2,0_1_2_2_2,0,0
0022400921,200,203915,1630230,1630314,1630556,1631108,201142,1626145,1626220,1628960,1630208,1610612756.0,1610612742,,,1_1_2_2_2,0_1_1_2_2,0,0
0022400327,551,1626157,1628384,1628404,1628969,1630173,1629610,1630208,1631217,1641706,1641733,1610612766.0,1610612752,,,0_0_1_2_2,0_0_2_2_2,0,0
0022400937,294,202691,203915,203957,1628997,1630556,203084,1628368,1629640,1630170,1642264,1610612759.0,1610612742,,,1_1_2_2_2,1_1_2_2_2,0,0
0022401096,593,1627827,1629029,1629216,1629637,1630559,1627832,1628415,1630224,1630578,1631106,1610612745.0,1610612747,,,0_1_1_2_2,0_1_1_2_2,0,0
0022400112,366,203924,1629014,1629028,1630166,1631200,201942,1626168,1628368,1629162,1631165,1610612758.0,1610612757,43 - 51,8,0_1_1_2_2,1_1_1_2_2,0,0
0022401202,265,203991,1629027,1629631,1630552,1630700,1626157,1628384,1628404,1628969,1628973,1610612737.0,1610612752,,,0_1_1_1_2,0_1_1_2_2,0,0
0022400528,560,201942,1627734,1628370,1628989,1631099,201143,1628369,1628436,1630202,1630573,1610612738.0,1610612758,87 - 81,-6,0_1_1_2_2,0_1_1_2_2,0,0
0022400190,495,202681,203939,1629029,1629655,1630230,201142,203078,203486,1626164,1628960,1610612742.0,1610612756,,,0_1_1_2_2,0_1_1_1_2,0,0
0022400694,146,201142,203078,203486,1626220,1628960,1629014,1630166,1630703,1631101,1642270,1610612757.0,1610612756,,,0_1_1_2_2,0_1_1_1_1,0,0
0022400671,95,203084,1629640,1630200,1630577,1631110,201587,201935,1627826,1627884,1629599,1610612759.0,1610612746,,,0_1_2_2_2,0_1_2_2_2,0,0
0022400648,609,2544,203076,1627827,1630559,1631108,203552,203995,1629006,1630182,1631217,1610612747.0,1610612766,,,0_1_1_2_2,0_1_2_2_2,0,0
0022400802,574,101108,1628368,1629640,1631110,1642264,1630191,1630595,1631105,1631323,1641842,1610612765.0,1610612759,113 - 95,-18,0_1_1_1_2,0_0_1_2_2,0,0
0022400871,427,101108,1628368,1630170,1631110,1642264,1627936,1628983,1630598,1631119,1641717,1610612759.0,1610612760,,,0_1_1_1_2,1_1_2_2_2,0,0
0022400829,288,1628369,1628470,1630202,1630573,1631248,1629628,1630567,1641711,1642347,1642367,1610612761.0,1610612738,,,1_1_2_2_2,1_1_1_2_2,0,0
0022400975,557,201566,1629618,1630192,1631128,1631212,203114,1626158,1630551,1642273,1642358,1610612743.0,1610612764,,,1_1_2_2_2,0_1_2_2_2,0,0
0022400073,72,201950,1627759,1628369,1628401,1628436,202685,1628398,1629673,1630557,1641731,1610612738.0,1610612764,,,0_1_1_1_2,0_1_2_2_2,0,0
0022400094,346,101108,1629640,1631104,1631110,1641705,1627832,1628415,1630224,1631095,1641708,1610612745.0,1610612759,,,0_0_1_1_2,0_1_1_2_2,0,0
0022401214,391,1626145,1626164,1628420,1628960,1642345,203903,1628374,1631117,1641718,1641729,1610612756.0,1610612762,,,0_1_1_2_2,0_1_2_2_2,0,0
0022400191,45,1628991,1629634,1630583,1630590,1642377,202685,1629673,1641731,1642259,1642267,1610612763.0,1610612764,,,0_1_2_2_2,0_1_1_2_2,0,0
0022401034,176,1628369,1628401,1630573,1631120,1631248,1629014,1629680,1630703,1631200,1641739,1610612757.0,1610612738,,,1_1_2_2_2,1_1_2_2_2,0,0
0022400793,40,201572,203081,203507,1627752,1628398,201935,202695,1627739,1627826,1629599,1610612746.0,1610612749,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400085,461,2544,203076,1629216,1629637,1630559,203078,203994,1626220,1628420,1642346,1610612747.0,1610612756,,,0_0_1_1_2,0_1_2_2_2,0,0
0022401061,607,1626158,1641732,1641798,1642267,1642358,1627783,1628396,1629614,1631245,1642277,1610612764.0,1610612754,156 - 103,-53,0_1_2_2_2,0_0_1_1_2,0,0
0022400319,426,201143,1627759,1630202,1630214,1641775,202699,1627736,1630191,1631204,1641842,1610612738.0,1610612765,77 - 90,13,1_1_2_2_2,0_1_2_2_2,0,0
0022400191,46,1628991,1629634,1630583,1630590,1642377,202685,1629673,1641731,1642259,1642267,1610612763.0,1610612764,8 - 11,3,0_1_2_2_2,0_1_1_2_2,0,0
0022400462,4,201942,1627734,1628368,1628370,1631165,200768,202331,1627824,1628997,1630178,1610612758.0,1610612755,,,0_1_1_1_2,1_1_1_2_2,0,0
0022400867,47,1628386,1629622,1629631,1629636,1630596,1629014,1630166,1631101,1641739,1642270,1610612757.0,1610612739,8 - 2,-6,0_0_1_2_2,0_1_1_1_2,0,0
0022400438,438,203991,1629027,1629631,1630249,1630552,1628449,1628971,1629628,1630567,1642347,1610612761.0,1610612737,,,0_1_1_2_2,1_1_1_2_2,0,0
0022400869,109,1629130,1629312,1629639,1630558,1642276,1628384,1628969,1628973,1629011,1630540,1610612752.0,1610612748,,,0_1_1_2_2,0_1_2_2_2,0,0
0022400425,63,202681,1628467,1629655,1629656,1630230,201142,203078,203994,1626145,1642346,1610612756.0,1610612742,,,0_1_2_2_2,0_1_1_1_2,0,0
0022400076,594,203944,1628978,1629675,1630162,1630183,1626168,1627734,1628368,1628370,1631165,1610612750.0,1610612758,107 - 103,-4,1_1_2_2_2,0_1_1_2_2,0,0
0022400603,503,202684,1627777,1628378,1629636,1630241,201142,203078,1626164,1626220,1628960,1610612739.0,1610612756,,,0_1_1_2_2,1_1_1_2_2,0,0
0022400031,140,1629057,1630166,1630625,1631101,1631200,203500,1630224,1631106,1641708,1642263,1610612757.0,1610612745,,,0_1_1_2_2,0_0_1_2_2,0,0
0022400602,352,1629027,1629631,1630168,1630249,1630552,1626157,1628384,1628404,1628973,1629013,1610612737.0,1610612752,,,0_1_1_2_2,0_1_1_2_2,0,0
0022400992,105,201942,202685,1628370,1631165,1631222,1629634,1630205,1630217,1631246,1642285,1610612763.0,1610612758,,,0_1_1_2_2,0_1_2_2_2,0,0
0022400543,596,1626167,1629614,1630167,1630169,1631097,1627747,1628386,1629636,1629731,1630596,1610612754.0,1610612739,90 - 78,-12,0_1_1_2_2,0_0_1_2_2,0,0
0022400537,84,101108,1629640,1630170,1630577,1631110,1627827,1629029,1629216,1629637,1630559,1610612747.0,1610612759,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400048,321,1628392,1628983,1629026,1630598,1641717,2544,203076,1626156,1631108,1642261,1610612747.0,1610612760,,,0_1_2_2_2,0_1_1_2_2,0,0
0022401007,413,201142,1626220,1628998,1630208,1642346,1628380,1628989,1630172,1630200,1630581,1610612741.0,1610612756,,,0_1_2_2_2,1_1_2_2_2,0,0
0022400166,30,201566,203932,203999,1629008,1631128,1627751,1629628,1630534,1630558,1641711,1610612761.0,1610612743,,,0_0_1_2_2,0_1_1_2_2,0,0
0022400217,560,1626167,1627783,1630169,1631097,1641767,1630532,1630591,1641710,1641724,1641783,1610612753.0,1610612754,72 - 81,9,0_0_1_2_2,1_1_1_2_2,0,0
0022400688,402,203999,1627750,1629008,1630192,1631128,203552,1628970,1630182,1631217,1642354,1610612766.0,1610612743,,,0_1_2_2_2,0_1_2_2_2,0,0
0022400222,70,201935,1626181,1627739,1627826,1627884,1627832,1628415,1630224,1630578,1631095,1610612746.0,1610612745,,,0_1_1_2_2,0_1_1_2_2,0,0
0022400491,581,203500,1627832,1630224,1630578,1641708,2544,203076,1629003,1629629,1630559,1610612745.0,1610612747,,,0_0_0_1_1,0_1_1_2_2,0,0
0022400107,665,201566,203999,1627750,1629008,1631128,1627751,1629628,1630534,1630567,1641711,1610612743.0,1610612761,110 - 112,2,0_1_1_2_2,0_1_1_2_2,0,0
0022400195,540,2544,1629216,1629629,1629637,1642261,200768,202704,203083,1626162,1628997,1610612747.0,1610612755,,,0_1_2_2_2,0_1_2_2_2,0,0
0022400911,250,201587,201935,1627739,1627826,1629599,1626157,1628384,1629013,1630173,1630540,1610612752.0,1610612746,,,0_1_2_2_2,0_0_2_2_2,0,0
0022400875,463,203994,1628970,1630182,1641878,1642275,202710,1626172,1627741,1627780,1630541,1610612766.0,1610612744,,,0_1_2_2_2,0_0_2_2_2,0,0
0022400416,575,201145,1628988,1630224,1630578,1641715,203468,1629750,1630526,1630530,1641722,1610612745.0,1610612740,,,0_1_2_2_2,1_1_2_2_2,0,0
0022401051,558,1629014,1629680,1630166,1630703,1641871,1629622,1629631,1629636,1630171,1630596,1610612757.0,1610612739,,,1_1_1_2_2,0_1_2_2_2,0,0
0022400455,354,1627736,1630191,1630595,1641709,1641842,203484,1628976,1630591,1631216,1641783,1610612753.0,1610612765,,,0_0_1_2_2,0_1_2_2_2,0,0
0022400704,551,203497,1629638,1630162,1630183,1642265,201942,1626168,1627734,1628370,1631099,1610612758.0,1610612750,,,0_1_1_2_2,0_1_1_2_2,0,0
0022400271,256,203497,1628978,1629638,1629675,1630162,201143,201950,1627759,1630202,1630573,1610612750.0,1610612738,,,0_1_2_2_2,1_1_2_2_2,0,0
0022401055,541,204456,1627783,1629614,1630167,1631097,1627827,1629029,1629060,1629216,1629637,1610612754.0,1610612747,105 - 100,-5,0_1_1_2_2,0_1_2_2_2,0,0
0022400515,67,201566,201599,1627750,1629008,1631128,201587,201935,1626181,1627826,1629599,1610612746.0,1610612743,,,0_1_1_2_2,0_1_1_2_2,0,0
0022400965,419,1629003,1629020,1630559,1630692,1642261,201566,203932,203999,1630192,1631128,1610612747.0,1610612743,,,0_1_2_2_2,0_0_1_2_2,0,0
0022400168,264,101108,203084,1628380,1631103,1631110,201935,1626181,1627826,1627884,1629611,1610612746.0,1610612759,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400324,346,203497,203944,1628978,1629638,1630183,201935,1627826,1629599,1630538,1642353,1610612746.0,1610612750,,,0_1_2_2_2,0_1_2_2_2,0,0
0022400834,220,203552,1628970,1630182,1631217,1641878,202710,1626172,1627741,1630611,1641764,1610612766.0,1610612744,26 - 36,10,0_1_2_2_2,0_0_1_2_2,0,0
0022400649,27,202699,203501,1630595,1631105,1641709,1628378,1628386,1629622,1629636,1630596,1610612739.0,1610612765,,,0_0_1_2_2,0_0_1_1_2,0,0
0022400421,529,1629651,1630549,1630553,1631213,1641730,101108,1629640,1630170,1641705,1642264,1610612759.0,1610612751,,,0_0_2_2_2,0_1_1_2_2,0,0
0022400886,32,1628378,1628386,1629622,1629631,1629636,1628380,1629632,1630200,1631207,1641824,1610612741.0,1610612739,,,0_1_1_2_2,1_1_2_2_2,0,0
0022400616,105,1628379,1629630,1629634,1630217,1630583,1628970,1628998,1630163,1631109,1641733,1610612766.0,1610612763,18 - 24,6,0_1_1_2_2,0_1_1_2_2,0,0
0022400945,311,203994,1628970,1629610,1630163,1630182,1627747,1627777,1629611,1630168,1630700,1610612737.0,1610612766,44 - 49,5,0_1_1_2_2,0_1_2_2_2,0,0
0022400135,664,203991,1626204,1629027,1630552,1642258,201942,1626168,1628368,1631099,1641732,1610612737.0,1610612758,,,0_1_1_2_2,1_1_2_2_2,0,0
0022400726,11,203468,1629627,1630530,1631255,1642274,203932,203999,1627750,1629008,1631128,1610612740.0,1610612743,,,0_0_0_1_1,0_0_1_2_2,0,0
0022401160,428,202696,1628380,1629632,1631207,1641824,202692,1628389,1629312,1629639,1630558,1610612741.0,1610612748,,,0_1_2_2_2,0_1_1_2_2,0,0
0022400676,436,1627832,1630224,1630256,1631106,1641708,1628379,1629634,1630217,1630583,1641713,1610612745.0,1610612763,,,0_1_1_2_2,0_1_2_2_2,0,0
