possession_id,outcome,offensive_supercluster,defensive_supercluster,matchup,z_off_0,z_off_1,z_off_2,z_def_0,z_def_1,z_def_2
22400148_396,0.1960842914323025,0,0,"(0, 0)",6.79,0.0,0.1899999999999999,1.45,-2.38,-1.79
22401144_452,-1.4910142220232303,0,0,"(0, 0)",-2.47,1.4,-1.72,0.41,-1.11,1.11
22400891_492,0.0770563458000227,0,0,"(0, 0)",0.0,1.0,-2.69,2.48,-0.3199999999999999,0.0
22400036_472,-0.1633693779286948,0,0,"(0, 0)",0.01,3.56,-1.88,1.03,-0.95,-0.0399999999999999
22400812_336,0.8377348074283376,0,0,"(0, 0)",0.0,-0.55,-0.13,1.03,0.04,3.12
22400839_119,-1.2112060786678966,0,0,"(0, 0)",0.0,-2.4,-1.7300000000000002,1.04,-2.1799999999999997,0.5299999999999999
22400319_251,1.958355313492998,0,0,"(0, 0)",-0.18,1.95,0.4299999999999999,0.0,-1.06,4.57
22400602_21,-0.0332367955424522,0,0,"(0, 0)",2.09,4.7,1.52,0.67,-0.1200000000000001,0.16
22400854_572,-0.8803004347450396,0,0,"(0, 0)",-2.0500000000000003,0.93,-0.06,0.0,-0.53,-1.37
22400041_121,-0.8076647660665381,0,0,"(0, 0)",2.26,5.15,0.51,0.67,-1.25,-0.6699999999999999
22400755_370,-2.5460038910645095,0,0,"(0, 0)",0.0,1.7200000000000002,-2.14,3.1100000000000003,-0.62,-0.66
22400760_204,1.3883347377023805,0,0,"(0, 0)",0.01,3.56,-2.53,1.03,0.52,2.8600000000000003
22401149_529,0.7598896276429784,0,0,"(0, 0)",0.0,-0.0399999999999995,-2.45,0.67,-1.98,-2.74
22400930_213,0.0830383855652691,0,0,"(0, 0)",-1.82,0.77,-1.35,2.06,-0.1200000000000001,-0.97
22400303_639,0.1345614488279289,0,0,"(0, 0)",0.0,3.76,-0.2599999999999999,0.0,-3.41,-0.51
22400287_252,0.5988067169307477,0,0,"(0, 0)",2.26,5.15,-1.63,1.5,-1.25,-1.06
22400118_590,-1.462310764422918,0,0,"(0, 0)",-3.87,2.18,-1.16,1.99,-1.12,-0.42
22400709_507,0.4895676973319203,0,0,"(0, 0)",-2.07,1.0,-0.63,1.89,-3.46,-0.01
22401074_406,0.360030136073932,0,0,"(0, 0)",0.0,2.53,-3.94,0.41,-1.93,1.29
22400505_643,1.246629272615522,0,0,"(0, 0)",-0.82,4.25,-0.33,-0.56,-0.55,0.0
22401065_450,-1.7161576290104064,0,0,"(0, 0)",0.63,1.53,-0.7799999999999999,1.14,-2.38,-2.53
22400829_356,0.987832678403178,0,0,"(0, 0)",0.0,7.39,-1.15,0.0,-2.1,-0.27
22401136_37,-0.0048982468740762,0,0,"(0, 0)",0.91,2.88,-1.05,0.0,-2.47,-3.3000000000000003
22400107_661,1.7342372242851016,0,0,"(0, 0)",-0.38,0.12,-3.09,1.31,-1.25,-0.03
22400709_420,-0.478265345203994,0,0,"(0, 0)",-1.28,-0.57,-1.71,1.89,-3.46,-0.01
22400833_658,-0.5643414951982991,0,0,"(0, 0)",1.72,1.58,-2.44,0.41,-0.92,-2.8
22400971_84,0.7897834703861397,0,0,"(0, 0)",-0.19,1.6,-2.37,0.31,1.24,0.4000000000000001
22401202_173,0.754945795136732,0,0,"(0, 0)",0.1599999999999999,0.0,0.7799999999999999,0.67,1.13,-0.5099999999999999
22400919_217,-0.1748381623177983,0,0,"(0, 0)",0.0699999999999998,0.0,0.6000000000000001,2.4299999999999997,-1.71,-0.45
22400824_53,0.1823088084952021,0,0,"(0, 0)",-0.28,0.5700000000000001,-4.18,0.99,0.0,-0.87
22400152_27,-1.7898654866192405,0,0,"(0, 0)",-1.05,3.11,-1.3,-0.5,0.13,-0.73
22401036_120,1.101863482916713,0,0,"(0, 0)",0.0,4.84,2.5599999999999996,0.0,1.91,2.6399999999999997
22400132_66,-1.959106133261651,0,0,"(0, 0)",-1.4,2.53,-3.0999999999999996,1.93,0.41,0.48
22400519_39,-0.9306831098087512,0,0,"(0, 0)",-0.67,-1.03,-3.3500000000000005,3.54,-0.6,1.56
22401020_273,-0.8666553832989857,0,0,"(0, 0)",0.06,-1.54,-3.44,0.0,-0.4499999999999999,-0.1599999999999999
22400407_129,-0.0823046120973704,0,0,"(0, 0)",1.19,-2.9,-2.19,1.73,-0.4499999999999999,1.77
22400915_339,-0.3871885916984849,0,0,"(0, 0)",-0.28,0.5700000000000001,-2.53,-0.54,-2.75,-0.25
22400743_323,0.5381151873789999,0,0,"(0, 0)",-0.67,0.8,-2.85,2.13,-2.56,-0.98
22400865_648,-0.283332174711108,0,0,"(0, 0)",4.2,3.56,-2.5,0.0,-1.1800000000000002,-1.75
22400921_200,1.1937811031225896,0,0,"(0, 0)",-1.4,3.12,0.98,0.0,-1.28,-1.25
22400327_551,0.928144901972912,0,0,"(0, 0)",-1.74,0.0,-4.75,0.79,0.71,0.4199999999999999
22400937_294,0.0066995511213989,0,0,"(0, 0)",0.0,2.03,-0.3,0.0,-1.1800000000000002,-1.0
22401096_593,0.0908399527849764,0,0,"(0, 0)",0.63,2.26,0.32,1.43,-0.1200000000000001,1.2400000000000002
22400112_366,-0.7729548378211478,0,0,"(0, 0)",0.0,3.93,-0.85,0.33,-2.13,0.0699999999999999
22401202_265,0.3460560631873047,0,0,"(0, 0)",-1.05,3.11,1.11,0.44,-0.4499999999999999,0.4199999999999999
22400528_560,-0.2564644356572751,0,0,"(0, 0)",-0.43,7.39,-0.2999999999999999,0.41,-1.93,-0.02
22400190_495,0.7113500243820143,0,0,"(0, 0)",0.25,7.9,-1.31,1.89,-3.46,-0.5
22400694_146,0.3371171990601028,0,0,"(0, 0)",-2.07,1.15,0.0,1.89,-2.01,-0.51
22400671_95,-0.5798197341551818,0,0,"(0, 0)",-0.9,0.66,-0.22,3.0,0.53,1.63
22400648_609,-0.0058013829777905,0,0,"(0, 0)",1.39,5.89,-1.76,0.77,-1.09,2.0199999999999996
22400802_574,1.26631330878109,0,0,"(0, 0)",-2.6500000000000004,1.95,-2.28,-0.43,-2.17,-1.49
22400871_427,0.1902597198523838,0,0,"(0, 0)",-0.9,2.02,-0.15,0.0,1.41,2.96
22400829_288,0.191308432438881,0,0,"(0, 0)",0.0,-1.7699999999999998,-3.99,0.0,-0.4499999999999999,-0.1599999999999999
22400975_557,0.2147786444945333,0,0,"(0, 0)",0.0,-1.86,-4.38,1.21,0.03,-0.08
22400073_72,-0.1596627722368904,0,0,"(0, 0)",-0.43,8.61,-0.54,0.43,-1.32,-3.25
22400094_346,-0.0599705668456634,0,0,"(0, 0)",0.73,2.26,-0.69,1.7,1.13,-1.49
22401214_391,-0.4929917840540497,0,0,"(0, 0)",-2.18,4.17,1.46,1.14,-2.38,-4.63
22400191_45,-0.2442849837539166,0,0,"(0, 0)",0.21,-1.14,0.5200000000000001,0.43,-2.81,-1.49
22401034_176,-0.3097998488590265,0,0,"(0, 0)",0.0,0.26,-3.3899999999999997,0.0,0.88,0.04
22400793_40,-1.007920855802353,0,0,"(0, 0)",-0.1,6.04,-2.54,2.1,-1.23,1.94
22400085_461,-0.2338956692883031,0,0,"(0, 0)",-0.26,5.89,-1.49,2.96,-1.43,-0.76
22401061_607,0.232092724546681,0,0,"(0, 0)",-0.28,-2.29,-5.21,1.02,-0.45,1.24
22400319_426,0.7035817607198657,0,0,"(0, 0)",0.0,4.390000000000001,-4.82,1.22,-0.74,0.52
22400191_46,0.522385153826645,0,0,"(0, 0)",0.21,-1.14,0.5200000000000001,0.43,-2.81,-1.49
22400462_4,0.828636439972525,0,0,"(0, 0)",0.92,4.5600000000000005,-0.25,0.0,0.9300000000000002,-0.3399999999999999
22400867_47,2.438196452723936,0,0,"(0, 0)",-2.07,1.87,-0.63,3.1100000000000003,-0.62,-0.58
22400438_438,0.0740181678654453,0,0,"(0, 0)",0.0,-1.7699999999999998,-0.98,1.5,-0.8500000000000001,-0.6799999999999999
22400869_109,0.4475875939375804,0,0,"(0, 0)",0.03,4.42,1.13,1.05,-0.91,0.94
22400425_63,-0.9156777472113184,0,0,"(0, 0)",-1.3,3.52,-1.94,0.24,-0.6,-0.99
22400076_594,-0.1892742649609934,0,0,"(0, 0)",0.0,4.63,0.15,0.41,-1.74,1.29
22400603_503,-1.4622013472680735,0,0,"(0, 0)",-3.87,8.36,0.32,0.0,-3.46,-0.51
22400031_140,0.5186173201419606,0,0,"(0, 0)",-0.41,0.89,-2.74,3.81,-0.9,1.86
22400602_352,-1.1505599265791382,0,0,"(0, 0)",0.91,3.84,0.2700000000000001,0.44,-0.4499999999999999,0.8799999999999999
22400992_105,1.1752400897374988,0,0,"(0, 0)",0.21,1.6,-3.3499999999999996,0.43,-1.93,1.43
22400543_596,0.0587749829623933,0,0,"(0, 0)",0.51,2.68,-0.0799999999999999,3.1100000000000003,-0.62,0.8700000000000001
22400537_84,1.5791886997473994,0,0,"(0, 0)",-1.65,6.279999999999999,-2.29,-0.43,0.39,-2.67
22400048_321,-1.8809157452263403,0,0,"(0, 0)",1.39,4.6899999999999995,-1.25,2.89,0.77,2.3499999999999996
22401007_413,1.7044102109123436,0,0,"(0, 0)",0.0,1.17,-3.08,-0.26,-0.58,0.6699999999999999
22400166_30,1.0688141915764136,0,0,"(0, 0)",-0.38,-1.19,-3.09,1.77,-0.63,-0.03
22400217_560,2.20418572798706,0,0,"(0, 0)",0.0,-1.18,-3.8,1.53,-0.61,-1.84
22400688_402,-0.0036119993445212,0,0,"(0, 0)",-0.34,0.8,-4.17,1.31,-0.62,0.5599999999999999
22400222_70,0.2778564435682016,0,0,"(0, 0)",-0.1,5.2,-1.18,0.49,0.45,-0.09
22400491_581,1.3801982374216577,0,0,"(0, 0)",0.48,2.26,0.0,1.99,-1.34,-0.07
22400107_665,-0.5620345775177817,0,0,"(0, 0)",5.15,2.37,1.9,2.54,-0.7399999999999999,-1.28
22400195_540,-0.0228258365632503,0,0,"(0, 0)",-1.65,3.92,-3.71,0.83,0.81,0.0199999999999999
22400911_250,-0.6363673795932335,0,0,"(0, 0)",0.1599999999999999,0.0,-0.4,3.0,0.53,2.55
22400875_463,-1.8477886586319148,0,0,"(0, 0)",-1.3,0.8,-5.85,2.4299999999999997,0.0,0.64
22400416_575,1.0728844181282522,0,0,"(0, 0)",0.63,1.53,-3.89,0.0,-1.98,-1.06
22401051_558,-1.6152538533709593,0,0,"(0, 0)",0.0,1.0,-1.57,0.99,-0.62,0.24
22400455_354,0.48783845734,0,0,"(0, 0)",-1.54,-0.34,-3.3500000000000005,2.4299999999999997,-0.66,-0.22
22400704_551,0.8656018453604687,0,0,"(0, 0)",0.92,2.49,-0.61,3.54,-1.37,1.71
22400271_256,-0.5237740776953299,0,0,"(0, 0)",-0.82,3.81,0.25,0.0,-1.06,2.25
22401055_541,-0.2659014705601942,0,0,"(0, 0)",2.1,0.07,-0.0799999999999999,1.43,1.0,0.98
22400515_67,0.3040035470621509,0,0,"(0, 0)",-0.1,5.2,-4.029999999999999,0.93,-1.25,-0.03
22400965_419,0.6286736570439332,0,0,"(0, 0)",-1.28,1.97,-3.0,1.77,-0.63,0.3399999999999999
22400168_264,-0.4405541200131995,0,0,"(0, 0)",-0.1,5.2,-0.79,-0.43,0.39,-1.82
22400324_346,0.6897587322125769,0,0,"(0, 0)",-0.1,3.39,-3.23,3.54,-0.44,2.07
22400834_220,1.3318191774763537,0,0,"(0, 0)",-0.34,0.8,-4.5600000000000005,2.4299999999999997,0.52,-0.07
22400649_27,-0.8272655867190317,0,0,"(0, 0)",2.9099999999999997,8.36,-0.08,1.95,-0.66,-0.06
22400421_529,2.454041771099848,0,0,"(0, 0)",2.83,-0.05,-0.6900000000000001,2.26,0.0,-0.74
22400886_32,0.4966289249888735,0,0,"(0, 0)",0.0,1.59,-4.58,2.12,-0.73,-0.58
22400616_105,0.2785362586115643,0,0,"(0, 0)",-0.13,2.53,-4.01,1.43,-0.31,-0.92
22400945_311,0.5968785694676955,0,0,"(0, 0)",0.91,-0.73,-0.19,2.96,-1.78,0.19
22400135_664,-1.494174691399188,0,0,"(0, 0)",-1.05,3.84,-2.48,0.0,-2.03,0.47
22400726_11,-1.908951850036471,0,0,"(0, 0)",-2.26,1.41,0.0,1.77,-0.62,-0.03
22401160_428,0.6431724337674284,0,0,"(0, 0)",-1.22,0.93,-4.58,1.36,-0.91,1.69
22400676_436,0.7314036368044095,0,0,"(0, 0)",0.73,2.26,-1.2999999999999998,1.43,0.07,-2.5
22400589_155,0.2264406899278723,0,0,"(0, 0)",-0.91,-0.51,-0.82,0.43,-1.49,-2.2300000000000004
22400076_46,0.7517400695470248,0,0,"(0, 0)",0.92,3.87,0.13,3.54,0.3399999999999999,1.2
22400837_235,-0.8622262756025846,0,0,"(0, 0)",0.51,3.25,0.3000000000000001,2.54,-2.75,-0.27
22400986_132,1.1372828175996343,0,0,"(0, 0)",-0.63,-0.95,-2.81,0.0,-0.6,1.6
22400343_7,0.4919853785070546,0,0,"(0, 0)",-2.32,4.7,1.52,0.74,-0.66,-1.25
22400078_10,-0.4615340327565183,0,0,"(0, 0)",-1.71,-0.3399999999999998,-0.95,2.54,0.6900000000000001,-1.28
22401052_8,-0.5346152853294065,0,0,"(0, 0)",-0.51,5.67,0.3299999999999999,0.41,-2.49,1.27
22400950_303,2.6272220116437586,0,0,"(0, 0)",0.21,-1.14,-3.12,1.14,-2.47,-2.27
22400190_287,-0.0403084181298318,0,0,"(0, 0)",-1.3,3.12,0.98,0.0,-0.6400000000000001,2.04
22400204_407,1.2168906625600266,0,0,"(0, 0)",-0.67,1.39,-1.24,0.71,-1.49,-2.15
22400295_315,0.1985450010069577,0,0,"(0, 0)",-1.93,0.0,-1.76,2.54,-0.6999999999999998,-0.51
22400096_682,-0.3830378200698354,0,0,"(0, 0)",-2.23,2.76,-0.6,3.42,-1.28,-0.35
22400954_175,-1.7173633364068857,0,0,"(0, 0)",-0.28,-2.76,-0.03,1.22,-1.05,-0.21
22401087_262,-0.1102307856725555,0,0,"(0, 0)",-1.88,0.4,-1.84,0.0,-2.75,-1.2200000000000002
22400845_161,-0.1945031427254256,0,0,"(0, 0)",-0.67,-2.57,-4.64,1.03,0.52,4.41
22400468_255,1.695632357442422,0,0,"(0, 0)",-3.3499999999999996,-0.72,-2.14,2.5599999999999996,-1.12,0.25
22400901_294,-1.0661732835437816,0,0,"(0, 0)",-0.67,-2.28,0.05,0.99,-0.16,-0.98
22400725_407,0.5264382552027245,0,0,"(0, 0)",-0.67,4.27,-2.65,0.8599999999999999,-0.94,-4.04
22400931_398,1.3371995043506606,0,0,"(0, 0)",-0.34,2.53,-3.38,1.36,-1.45,1.22
22400716_29,0.1759504888030628,0,0,"(0, 0)",-1.28,1.72,-1.71,1.53,-0.53,-1.36
22400062_290,1.7677540220423849,0,0,"(0, 0)",-0.82,4.63,-0.56,1.99,-1.5,-0.7
22400823_422,0.2753522914384991,0,0,"(0, 0)",0.0,3.56,-0.4599999999999999,0.0,-1.7,1.54
22400656_406,-1.4905835184800162,0,0,"(0, 0)",-0.82,4.63,-0.56,0.67,-0.46,-0.72
22400773_288,-0.7763026675134641,0,0,"(0, 0)",0.1599999999999999,4.7,0.63,0.67,0.73,-2.76
22401092_199,-1.863312437006108,0,0,"(0, 0)",-0.28,-2.76,-3.8,1.36,-0.95,1.53
22400870_110,-1.4249383986614312,0,0,"(0, 0)",-2.8,-1.9,-3.75,1.98,0.56,1.22
22400347_614,-1.4069709448768508,0,0,"(0, 0)",-1.71,1.0,-0.93,-0.87,-4.01,-0.22
22400790_443,0.6535922334288815,0,0,"(0, 0)",-1.05,2.88,0.44,1.41,0.03,3.27
22401028_21,0.5670489292064964,0,0,"(0, 0)",-1.22,1.44,-1.33,1.43,-0.3400000000000001,1.59
22400569_271,0.7621968251580247,0,0,"(0, 0)",-0.13,1.73,-5.220000000000001,1.14,-2.38,-2.6300000000000003
22400988_17,0.338546311483039,0,0,"(0, 0)",-3.34,-0.05,0.24,1.41,-0.18,1.64
22401077_45,-1.7561944728560144,0,0,"(0, 0)",0.4699999999999998,-0.28,0.47,-0.87,-1.78,-0.26
22400366_47,-0.5802366044587236,0,0,"(0, 0)",-0.67,3.21,-1.42,0.31,0.07,0.4200000000000001
22400991_577,-1.0027956270602745,0,0,"(0, 0)",-1.68,2.83,-3.99,-0.11,-1.36,0.1099999999999998
22400047_179,0.0603611439293232,0,0,"(0, 0)",0.0,1.44,-2.93,0.0,-0.4499999999999999,2.25
22400687_245,0.3230348137991902,0,0,"(0, 0)",-1.54,-2.8,-1.61,1.14,-3.32,-2.26
22400988_382,1.3226577899334944,0,0,"(0, 0)",0.0,-0.0399999999999995,-1.99,0.0,-1.25,-2.29
22401153_320,-0.0604944671908098,0,0,"(0, 0)",-0.51,7.39,1.13,0.0,-0.3400000000000001,1.2400000000000002
22400988_50,-1.30711749809516,0,0,"(0, 0)",-1.54,2.53,-2.35,0.84,-1.25,-2.42
22400845_345,0.8779929674712668,0,0,"(0, 0)",-1.54,-0.2299999999999999,-1.7600000000000002,1.03,-0.48,4.41
22400682_151,1.08663099326357,0,0,"(0, 0)",-1.22,0.93,-3.1399999999999997,-0.11,-1.35,-1.0
22400085_301,1.0746994640568668,0,0,"(0, 0)",-1.68,7.109999999999999,-0.22,3.42,-1.12,-1.0499999999999998
22400713_313,-1.4284192968498746,0,0,"(0, 0)",-0.2299999999999999,4.7,0.63,2.54,0.18,-1.4300000000000002
22400612_20,1.1327805022411193,0,0,"(0, 0)",0.91,3.11,-0.84,1.96,-0.66,-0.06
22400611_9,-1.021544828326617,0,0,"(0, 0)",0.0,5.2,-1.18,-0.87,-1.64,1.15
22400910_101,1.9544791822095149,0,0,"(0, 0)",-0.9,-0.04,-0.76,0.0,-1.46,0.24
22400921_562,-2.2313902589117727,0,0,"(0, 0)",0.0,6.03,0.98,0.0,-1.28,-0.46
22400299_706,-0.7030800426882658,0,0,"(0, 0)",-0.91,-0.73,-1.3099999999999998,2.89,0.75,1.92
22400851_387,-0.1692862913377324,0,0,"(0, 0)",0.91,2.88,-1.35,2.89,1.52,1.2000000000000002
22400970_301,0.4930969913980987,0,0,"(0, 0)",-1.22,0.93,-2.47,0.49,0.45,-0.09
22401155_190,-0.1796218316224795,0,0,"(0, 0)",0.0,3.0900000000000003,-3.53,0.0,-0.8999999999999999,-1.11
22401226_529,-0.192932087498692,0,0,"(0, 0)",0.53,-1.22,-0.42,3.0,0.6900000000000001,1.47
22400936_333,1.9578457078937768,0,0,"(0, 0)",0.0,4.84,0.8499999999999999,1.31,-1.25,-0.03
22400402_383,0.581155027531029,0,0,"(0, 0)",1.6400000000000006,-0.37,-0.73,4.85,-2.01,-0.01
22400838_41,0.1339248413561431,0,0,"(0, 0)",-3.4,4.7,1.52,0.83,0.1199999999999998,-1.4200000000000002
22400045_428,-0.8268034759424988,0,0,"(0, 0)",0.0,3.89,-1.97,1.22,-0.66,-2.1399999999999997
22400346_290,-0.4279614890193354,0,0,"(0, 0)",-2.18,3.88,-0.06,2.39,-0.95,1.89
22400323_591,2.0522698250934837,0,0,"(0, 0)",4.2,3.56,-2.5,1.5,-0.1200000000000001,0.17
22400852_143,-1.299368564260524,0,0,"(0, 0)",-0.43,9.66,-1.61,0.99,-0.29,-1.01
22400725_398,-0.2273189117746762,0,0,"(0, 0)",-0.67,4.27,-2.65,0.8599999999999999,-0.94,-4.04
22400063_287,1.4869009067695442,0,0,"(0, 0)",2.1,2.68,-1.78,0.74,-0.66,-0.51
22400139_88,-0.1766644920911326,0,0,"(0, 0)",0.0,4.63,0.15,1.77,-0.62,-1.68
22400115_324,-0.623321541104263,0,0,"(0, 0)",0.06,-0.32,-1.67,0.41,-2.03,1.27
22400264_484,-0.2374586679141725,0,0,"(0, 0)",0.06,1.8,-0.8299999999999998,0.51,-0.4499999999999999,-0.97
22400061_85,0.6812063651810901,0,0,"(0, 0)",-0.43,8.46,-1.13,0.51,-0.4499999999999999,-0.67
22400557_432,-0.2824729224039186,0,0,"(0, 0)",1.72,1.24,-0.73,-0.87,-1.64,1.22
22400086_424,1.568358656479102,0,0,"(0, 0)",-0.2099999999999999,0.91,-0.31,0.0,-2.13,0.24
22400060_4,0.5086557222037482,0,0,"(0, 0)",-0.1,5.2,-1.18,0.33,-3.42,0.5299999999999999
22400133_277,0.1906016506285887,0,0,"(0, 0)",0.0,-0.8399999999999999,-1.67,3.1100000000000003,-0.8,-0.48
22400487_130,-0.4642363431114146,0,0,"(0, 0)",0.0,4.84,2.5599999999999996,1.93,-0.4499999999999999,1.77
22400752_40,1.5761677089161903,0,0,"(0, 0)",-0.8500000000000001,1.95,0.1999999999999999,0.77,-0.8,-1.51
22400008_393,0.7190213386048447,0,0,"(0, 0)",-0.41,0.15,-2.94,3.54,-0.16,2.86
22400443_378,-2.1181706106837233,0,0,"(0, 0)",0.0,-3.06,-3.53,0.0,-0.4499999999999999,0.1199999999999999
22400086_661,-0.1169705834408814,0,0,"(0, 0)",-1.93,0.91,-1.04,0.0,-2.13,1.27
22400785_386,1.8395857717471904,0,0,"(0, 0)",-2.05,1.58,-0.73,0.41,-3.31,0.02
22400771_126,0.9121072270343228,0,0,"(0, 0)",-0.28,-0.88,-0.03,0.1,-1.31,-2.49
22400482_601,-0.8704766895404272,0,0,"(0, 0)",-1.22,3.45,-1.64,0.0,-0.4499999999999999,0.1199999999999999
